Id,Response
1,4.07174253464
3,6.14855527878
4,5.96598720551
9,4.75973367691
12,7.12648153305
13,6.83115434647
21,5.69466352463
28,6.72028970718
30,4.53432226181
36,7.1218919754
38,7.7293715477
43,5.78631734848
45,3.6640791893
48,7.36279392242
50,5.60915184021
51,5.92734718323
54,5.46379756927
55,7.30190896988
59,7.13669919968
62,3.3531358242
63,7.43431711197
66,7.48121166229
69,8.37469577789
82,7.53347969055
83,5.73654556274
84,5.39134073257
86,7.00666379929
89,7.53421545029
90,3.08407664299
92,5.27428770065
98,5.46418523788
100,2.15122938156
105,3.58855938911
115,8.22961616516
119,2.82868504524
124,2.89616417885
127,7.79536437988
133,5.91194629669
140,5.09733819962
141,7.95967054367
143,2.31095409393
151,4.17118883133
154,6.18200397491
157,6.36597299576
163,4.53013181686
166,2.7699201107
168,8.02940273285
170,4.96193981171
173,7.64497661591
180,5.64728498459
182,7.36267232895
184,5.06844139099
185,6.94043445587
195,7.09452867508
196,5.31155252457
197,5.31049203873
212,5.23806762695
213,7.21905946732
219,8.04747390747
225,2.66946649551
227,4.59086179733
232,4.38141727448
239,5.23968935013
247,5.00786447525
251,4.22829389572
254,5.15943098068
261,5.60412073135
264,5.3762383461
267,6.22163438797
272,6.13561058044
275,6.88075494766
277,3.05510568619
283,5.95420312881
284,2.78654575348
287,6.16385316849
291,7.57259511948
293,4.97065258026
294,3.22143554688
305,5.07565975189
307,4.92055368423
309,7.33241653442
311,4.03161764145
322,3.44633436203
323,3.58935832977
326,5.58695793152
330,2.28711438179
335,6.80254077911
337,6.60812425613
338,3.91579508781
341,1.90913283825
346,6.16717195511
348,4.70659542084
352,3.42106723785
356,7.49442815781
358,3.16504096985
366,5.44531965256
369,3.88672447205
373,5.15110301971
375,3.96797847748
381,4.17166614532
384,7.09225130081
386,4.31863737106
396,6.3959145546
397,2.60152459145
399,6.64213132858
405,7.81957054138
412,5.9325761795
417,3.32444500923
421,3.82315659523
425,6.89011669159
427,6.35467863083
430,3.5885643959
432,5.2212677002
433,6.40774440765
436,7.34593153
438,5.94140386581
441,8.10837173462
442,5.01184988022
444,4.67106676102
446,6.81519365311
448,7.10056257248
450,5.04790449142
454,7.41015434265
465,6.95785045624
470,4.91370105743
472,4.2728061676
475,6.99942159653
484,7.01078510284
495,6.77721500397
497,7.71215772629
498,6.87486410141
501,3.77350020409
502,5.17646312714
505,7.06629753113
515,2.7861571312
516,4.42263269424
527,7.64241743088
529,3.02372503281
531,7.32395792007
533,4.58622455597
537,3.11568236351
541,7.07460355759
546,7.91622066498
548,3.97870087624
549,7.34190368652
550,6.48427009583
553,7.64047718048
559,5.97997999191
561,3.07859158516
564,0.912048876286
574,4.85422420502
578,6.53276538849
579,5.48473644257
580,8.22431087494
582,5.04508495331
584,7.63953876495
588,5.31961631775
596,5.12353467941
602,3.96397399902
603,2.98617982864
613,6.28568983078
614,2.244597435
619,7.16599464417
620,5.89013576508
624,4.53112125397
625,5.71401882172
628,5.04795122147
630,5.56603860855
635,6.45945644379
636,3.73153066635
637,7.86390781403
641,6.99538040161
644,7.73635149002
648,8.04445934296
654,7.16543197632
658,4.65601205826
664,6.42207765579
666,6.67734003067
667,7.07162714005
670,8.21242332458
672,5.6485414505
674,7.64262962341
676,6.78301334381
684,7.74893522263
685,3.93618297577
693,2.47864961624
694,6.96984624863
700,3.28107857704
702,5.96678733826
703,4.25850915909
705,4.94282007217
711,7.08021306992
718,2.44458055496
722,6.82093715668
726,4.19524383545
727,4.43506526947
732,7.44938182831
735,7.52174186707
740,3.85116577148
748,6.35691308975
750,5.73209953308
751,8.0565290451
756,6.40703201294
762,5.67304801941
766,7.66973686218
770,6.60756063461
771,3.20571708679
779,5.4448390007
782,3.24433279037
784,7.55293703079
793,5.17388248444
798,4.46138381958
800,5.11486911774
801,6.86197853088
805,6.62862539291
807,3.43750452995
813,6.99137067795
819,7.68404769897
820,6.38496732712
822,7.3446764946
823,6.57758378983
833,7.80878973007
834,5.78934812546
842,3.40352010727
845,6.0786190033
856,4.4875421524
860,4.67525911331
864,2.24936628342
869,6.89578056335
872,6.4274969101
877,4.44542646408
878,5.99587440491
893,6.01006126404
894,4.96345758438
896,5.92745399475
899,3.54278039932
900,4.99744462967
911,1.72610390186
914,6.4432258606
917,0.808238267899
919,6.27250528336
923,1.64947605133
925,5.01666545868
926,2.17864775658
934,5.96151685715
938,6.69616365433
940,5.4615073204
955,5.20505905151
956,5.41862297058
971,6.21969223022
973,7.59944248199
978,6.44865942001
979,7.88869190216
981,6.09974145889
988,7.77289533615
990,7.88189744949
992,4.12088346481
996,7.19026422501
997,4.29970741272
999,4.45643806458
1000,7.84180784225
1006,4.49263858795
1009,3.31659412384
1018,5.97222137451
1025,4.22817516327
1038,6.68238687515
1042,5.30360364914
1045,4.40164613724
1046,7.76301813126
1047,2.54085731506
1050,4.9404168129
1052,6.18989896774
1054,7.3308596611
1057,6.55447387695
1061,2.4002161026
1069,4.71148347855
1071,5.87726974487
1073,5.31518983841
1074,7.81327009201
1075,4.44640350342
1083,4.80842208862
1084,1.82844555378
1089,4.34533643723
1099,4.73019123077
1103,3.78248643875
1110,7.69886445999
1123,6.70919513702
1130,6.34623670578
1135,5.26190280914
1137,7.3728260994
1145,7.66901302338
1147,4.19089603424
1152,7.73789691925
1153,2.15351772308
1154,7.21603488922
1158,7.16638278961
1166,6.27877187729
1170,7.11597251892
1172,7.16006708145
1178,4.54763650894
1179,7.06304645538
1181,2.67084097862
1182,6.60426235199
1183,7.59075212479
1191,5.3610291481
1192,1.83824062347
1200,3.27180790901
1205,5.89468622208
1207,5.47564077377
1208,3.115016222
1209,4.28626298904
1217,2.82326507568
1223,6.65874958038
1225,7.77968215942
1226,2.5741558075
1228,4.44137573242
1230,4.4611582756
1232,6.73586177826
1235,7.89204311371
1237,5.57434177399
1257,6.6314702034
1266,1.35914766788
1267,6.2133731842
1274,6.10976600647
1277,7.28905153275
1278,5.853495121
1280,7.45622777939
1282,8.01586437225
1293,5.44117212296
1294,2.72261333466
1305,6.71784496307
1306,6.20445251465
1311,6.37236785889
1318,5.42059659958
1320,6.03205919266
1323,7.40741682053
1325,3.28286457062
1328,4.66384744644
1336,3.77979373932
1340,6.73120546341
1341,8.3997297287
1344,6.31576442719
1345,5.8042178154
1348,3.04028940201
1358,1.21043097973
1361,7.9424495697
1364,5.39331626892
1373,6.95357322693
1377,5.03897857666
1378,6.25990772247
1380,5.90506362915
1382,5.39450883865
1383,4.26313018799
1386,7.73147964478
1387,1.70548593998
1390,3.84654808044
1395,7.00373458862
1398,5.68688201904
1402,3.01174664497
1403,7.76310443878
1405,6.94128656387
1407,6.23826122284
1410,0.990081846714
1412,2.44906353951
1419,4.84721946716
1426,5.02728271484
1428,7.09016513824
1436,6.75921106339
1437,3.1766037941
1438,4.74361753464
1441,7.63983154297
1444,3.98693537712
1448,2.83745098114
1454,4.58933353424
1457,5.35018825531
1459,7.11600399017
1463,5.97835350037
1467,3.12363743782
1471,6.18692779541
1475,4.33286094666
1476,3.61010909081
1480,6.84406423569
1481,1.88338279724
