Id,Response
1,4.67425298691
3,6.36903429031
4,6.04571342468
9,6.15017747879
12,6.93218946457
13,6.94877386093
21,5.98381185532
28,7.15849542618
30,4.83343505859
36,6.98227310181
38,7.85226535797
43,6.06743383408
45,4.01151227951
48,7.51015853882
50,5.60345458984
51,6.62691831589
54,5.72141551971
55,6.8863992691
59,7.11247062683
62,3.88228678703
63,7.46147823334
66,7.08123064041
69,7.80824136734
82,7.50586605072
83,5.57409667969
84,5.76753759384
86,7.35696315765
89,7.70069980621
90,3.89782500267
92,6.55713939667
98,5.75496673584
100,2.50244379044
105,4.31989192963
115,7.92137527466
119,2.91199159622
124,3.17687320709
127,7.59402322769
133,6.64921855927
140,4.97359848022
141,7.68648052216
143,2.99455833435
151,4.33097457886
154,6.91606092453
157,7.20051670074
163,4.91160869598
166,2.68049120903
168,7.84123659134
170,5.47997140884
173,7.16305160522
180,5.69125366211
182,7.27844333649
184,5.30117273331
185,7.03194141388
195,6.90466547012
196,5.8347530365
197,5.2013001442
212,5.26987361908
213,7.17923212051
219,7.59925413132
225,3.71144199371
227,4.82659292221
232,5.1413025856
239,5.24839019775
247,5.14489555359
251,4.63064241409
254,5.25964689255
261,5.78245210648
264,6.00850486755
267,6.72654390335
272,6.57894039154
275,7.35338640213
277,4.11837482452
283,6.47991752625
284,3.58370566368
287,6.47835350037
291,7.93337535858
293,5.53467416763
294,3.27957868576
305,5.96581745148
307,5.56892156601
309,7.24869060516
311,4.27609539032
322,3.77323269844
323,3.58753490448
326,5.69678544998
330,2.61018776894
335,6.95104885101
337,6.80956840515
338,4.59711837769
341,1.9028429985
346,5.68094444275
348,5.49950313568
352,3.25577640533
356,7.44187879562
358,3.89166259766
366,6.1185836792
369,4.24224901199
373,5.57430648804
375,3.42549037933
381,4.92307186127
384,7.34229564667
386,4.83452367783
396,6.59726285934
397,3.42077898979
399,6.55515480042
405,8.02112197876
412,6.71168756485
417,3.98492407799
421,4.92856454849
425,6.88437175751
427,6.94571685791
430,4.56094408035
432,5.35610294342
433,6.91337156296
436,7.37105369568
438,6.87902879715
441,7.90672397614
442,5.5189666748
444,4.37915420532
446,6.84273195267
448,7.00718212128
450,5.044069767
454,6.94070005417
465,7.16905593872
470,4.73578691483
472,4.2122168541
475,7.13272571564
484,7.61816692352
495,6.63666296005
497,7.66856145859
498,7.18988037109
501,4.4583067894
502,5.82616519928
505,7.13497018814
515,3.21966576576
516,5.50075054169
527,7.44942140579
529,3.41945290565
531,7.04579544067
533,5.50737905502
537,3.13056445122
541,7.05585479736
546,7.65162181854
548,5.09923744202
549,7.80863666534
550,6.34185886383
553,7.33781957626
559,6.6356511116
561,3.40131378174
564,1.43906569481
574,5.11292457581
578,6.55891275406
579,5.70717477798
580,8.14490795135
582,5.38844490051
584,7.73142957687
588,5.56795120239
596,5.02079725266
602,4.10107183456
603,3.80353498459
613,6.46819925308
614,2.06219601631
619,7.09041023254
620,6.32464981079
624,5.18836688995
625,6.92725753784
628,5.41170358658
630,5.66899585724
635,6.44856119156
636,4.49293518066
637,7.8432302475
641,7.36655187607
644,7.59007835388
648,8.21566009521
654,6.91431093216
658,4.77080249786
664,7.28881597519
666,6.24931955338
667,6.9391040802
670,7.83074522018
672,5.37504577637
674,7.54247999191
676,6.74562931061
684,7.62369775772
685,4.37884521484
693,3.31046724319
694,6.91538143158
700,3.09910368919
702,6.200050354
703,5.12021350861
705,5.17215919495
711,7.23840713501
718,3.41436481476
722,6.7837934494
726,5.00438547134
727,4.69802618027
732,7.58808469772
735,7.34897613525
740,5.17028951645
748,6.2270822525
750,5.98813199997
751,7.75616884232
756,6.6159787178
762,5.91841840744
766,7.48929309845
770,6.44793796539
771,3.63130450249
779,6.01449680328
782,4.02801895142
784,7.31912279129
