Id,Response
1,2.98944282532
3,6.02595281601
4,5.32231998444
9,5.54040431976
12,7.16968107224
13,6.50646829605
21,5.55234718323
28,6.63663196564
30,3.58226394653
36,6.26841545105
38,7.94830703735
43,4.96835279465
45,3.49458456039
48,7.28628873825
50,5.64460372925
51,6.81689548492
54,5.57386779785
55,6.7890329361
59,6.69953870773
62,2.70136260986
63,7.63816642761
66,7.16879272461
69,8.76722049713
82,7.5406703949
83,4.54740190506
84,5.00736904144
86,6.74662637711
89,7.98097991943
90,2.57558321953
92,5.57467985153
98,5.34871101379
100,2.53917479515
105,3.67263555527
115,8.26428890228
119,2.76740288734
124,3.06394672394
127,7.63399934769
133,5.23309803009
140,4.99865818024
141,8.01619052887
143,1.84153914452
151,2.80298376083
154,4.63622999191
157,6.12828445435
163,3.71326780319
166,2.71269178391
168,8.04327583313
170,4.43561410904
173,6.73483037949
180,5.45919084549
182,7.01750516891
184,4.1952996254
185,6.8939948082
195,6.46291875839
196,4.49940490723
197,5.23001146317
212,4.79259490967
213,6.86036491394
219,7.79274988174
225,2.68911957741
227,5.16992712021
232,3.76128959656
239,5.30476999283
247,4.24533891678
251,3.33555030823
254,4.76411724091
261,4.79829740524
264,5.29385232925
267,5.81385946274
272,5.60843324661
275,6.15981531143
277,2.5675265789
283,4.98589086533
284,2.19272446632
287,6.30011606216
291,7.6899523735
293,4.81201791763
294,2.44828152657
305,4.87211704254
307,4.59282970428
309,6.85619926453
311,3.58712029457
322,3.11080050468
323,3.34521412849
326,5.02977561951
330,2.44497346878
335,5.7783741951
337,6.54270458221
338,3.98042058945
341,1.62796747684
346,5.6340546608
348,4.07884740829
352,3.48204612732
356,6.72749137878
358,2.1306874752
366,5.78664207458
369,3.79844665527
373,4.31946468353
375,3.89862799644
381,3.42644667625
384,6.92655324936
386,3.98316693306
396,6.2864522934
397,2.36712002754
399,6.88286733627
405,6.94035005569
412,5.59037065506
417,3.31463837624
421,3.43603920937
425,6.5877122879
427,6.10328578949
430,3.71429634094
432,5.03016328812
433,5.33504581451
436,7.77709388733
