Id,Response
1,3.61458921432
3,6.44426727295
4,5.89736509323
9,6.12676477432
12,7.12250041962
13,6.94808578491
21,5.75491142273
28,6.4231543541
30,4.31187772751
36,7.25881910324
38,7.65283632278
43,5.98405742645
45,3.51161313057
48,7.50082349777
50,5.41794395447
51,6.49173212051
54,5.06607961655
55,7.25502872467
59,6.94408178329
62,3.77998924255
63,7.70955848694
66,7.45115566254
69,8.28621196747
82,7.60183238983
83,5.37785148621
84,5.76629304886
86,6.89390993118
89,7.97383880615
90,2.8871178627
92,5.55018854141
98,5.56235599518
100,2.36979079247
105,3.81073975563
115,7.95000362396
119,2.69417834282
124,3.0277762413
127,7.69758892059
133,6.20023679733
140,4.96812677383
141,8.1190700531
143,2.68869566917
151,4.22442579269
154,5.89434576035
157,6.97641372681
163,4.25270652771
166,2.3016512394
168,8.03523540497
170,5.22579050064
173,6.82485818863
180,5.57586622238
182,7.08284235001
184,4.62242031097
185,6.60915136337
195,6.75320863724
196,5.26400327682
197,5.55643987656
212,4.92089748383
213,6.84789466858
219,8.03586006165
225,2.96370649338
227,4.38716220856
232,4.08382987976
239,5.42763757706
247,4.98070383072
251,3.95505642891
254,5.18388175964
261,5.63787889481
264,5.04356431961
267,6.51133537292
272,5.70138025284
275,6.49085521698
277,3.03001236916
283,6.11874818802
284,3.08529186249
287,6.34750413895
291,7.62184762955
293,5.2639465332
294,2.74791264534
305,5.21459722519
307,5.05091094971
309,7.31472110748
311,4.10291433334
322,3.27887606621
323,3.41507411003
326,5.41890954971
330,2.04000258446
335,6.86532258987
337,6.44941520691
338,4.0277428627
341,1.98522937298
346,4.99929761887
348,5.30011320114
352,3.18892788887
356,7.35111856461
358,3.38190126419
366,5.71149873734
369,4.39053153992
373,5.24664115906
375,3.72731089592
381,4.23715257645
384,7.36324930191
386,4.61654472351
396,6.65572071075
397,2.5319685936
399,6.34973669052
405,7.47691488266
412,5.68294143677
417,3.78322005272
421,4.50524568558
425,7.14685058594
427,6.68073606491
430,3.85686373711
432,5.23295354843
433,6.01367282867
436,7.15995693207
438,6.44446802139
441,7.45264625549
442,5.22952795029
444,4.95300149918
446,6.7885890007
448,7.02899837494
450,5.14181423187
454,7.25391387939
465,6.53282880783
470,4.20757770538
472,4.06669139862
475,7.13588666916
484,6.85474920273
495,6.72333192825
497,7.75087451935
498,6.8470788002
501,3.38977074623
502,5.39667654037
505,7.10965585709
515,3.17964959145
516,4.18829393387
527,7.79381036758
529,2.8816587925
531,7.16060161591
533,5.02295589447
537,3.27419257164
541,7.14098024368
546,7.76649284363
548,3.94025874138
549,7.72152662277
550,6.43943595886
553,7.60269069672
559,5.90185213089
561,3.72176361084
564,1.17880356312
574,5.0078496933
578,6.11306238174
579,5.68769025803
580,8.40798473358
582,4.54962873459
584,7.50474023819
588,5.88811206818
596,4.79598140717
602,3.76720142365
603,3.0055873394
613,6.28281497955
614,2.27933311462
619,7.22550010681
620,6.49661827087
624,4.50948143005
625,6.81463956833
628,5.22923374176
630,5.99918746948
635,6.18459510803
636,3.25634717941
637,8.0470790863
641,6.98206138611
644,7.31256628036
648,8.24578380585
654,7.17190980911
658,4.98184251785
664,6.49712657928
666,6.57484102249
667,7.37879610062
670,8.15028190613
672,5.48644256592
674,7.5383887291
676,6.01810979843
684,7.57396268845
685,4.49926948547
693,2.29134178162
694,7.39493131638
700,3.05858683586
702,6.1378030777
703,3.95721912384
705,4.92851638794
711,7.20391225815
718,1.76248311996
722,6.95059347153
726,4.02365255356
727,3.62771558762
732,7.61484575272
735,7.07990980148
740,4.84212350845
748,6.06437778473
750,5.56295871735
751,7.98306083679
756,6.79828453064
762,5.6090388298
766,7.65054893494
770,5.75297832489
771,3.57478737831
779,5.89381074905
782,3.35764145851
784,7.68948030472
793,5.72199440002
798,4.48717260361
800,5.37604808807
801,6.18570518494
805,6.59176540375
807,3.49759697914
813,6.55146598816
819,7.53814792633
820,6.28249931335
822,7.3260602951
823,6.34696483612
833,8.06791305542
834,5.12249517441
842,3.22314667702
845,5.87682580948
856,4.16066408157
860,4.60766839981
864,2.31420016289
869,6.83047771454
872,6.60258388519
877,4.96692609787
878,6.60312795639
893,6.25067853928
894,4.94337892532
896,5.2857093811
899,3.75039863586
900,5.56173610687
911,1.57575786114
914,5.93654441833
917,0.62547236681
919,6.65272521973
923,2.16606330872
925,4.90105581284
926,2.42135739326
934,6.06749105453
938,6.91197156906
940,5.42660665512
955,4.70273542404
956,5.52064609528
971,6.62156915665
973,7.48788309097
978,7.16798496246
979,7.94051980972
981,6.20511293411
988,7.78344106674
990,7.93375587463
992,4.48878288269
996,7.13198423386
997,3.93658089638
999,4.47203826904
1000,7.84923362732
1006,4.17827796936
1009,3.58432412148
1018,5.83930206299
1025,4.24747562408
1038,6.6427731514
1042,4.52406167984
1045,4.54449892044
1046,7.98913288116
1047,2.52919197083
1050,5.35595607758
1052,6.44417619705
1054,7.46216773987
1057,6.59766292572
1061,2.415153265
1069,4.70764446259
1071,5.19936752319
1073,5.18980503082
1074,7.83954334259
1075,4.3807144165
1083,4.82253360748
1084,1.84404945374
1089,4.66684865952
1099,5.11273288727
1103,3.89426374435
1110,7.77996826172
1123,6.62256669998
1130,6.25723457336
1135,5.29304265976
1137,7.25922107697
1145,7.80369138718
1147,4.36738491058
1152,7.96808242798
1153,2.39027667046
1154,7.10126304626
1158,7.15757274628
1166,6.27376794815
1170,7.11956596375
1172,7.09710073471
1178,4.60868406296
1179,6.67724609375
1181,2.74317383766
1182,6.78457450867
1183,7.58729887009
1191,5.62085771561
1192,1.96538794041
1200,3.56320905685
1205,5.20632076263
1207,5.49262523651
1208,2.37271356583
1209,4.24096059799
1217,3.35997748375
1223,6.38990211487
1225,7.65461730957
1226,2.71486139297
1228,4.54139471054
1230,4.80672216415
1232,6.96935892105
1235,7.81554555893
1237,5.52881145477
1257,6.03253746033
1266,0.757613897324
1267,6.22386312485
1274,6.08678436279
1277,7.19688415527
1278,5.72780513763
1280,6.87728977203
1282,8.06384468079
1293,5.22075796127
1294,3.03353142738
1305,6.97057008743
1306,6.14805173874
1311,6.4449133873
1318,5.40864658356
1320,6.42035341263
1323,7.3690199852
1325,3.6145362854
1328,4.7822675705
1336,3.89516353607
1340,6.63570213318
1341,8.1788225174
1344,6.10945510864
1345,5.51603126526
1348,2.67957925797
1358,1.11723470688
1361,7.7297706604
1364,5.28561401367
1373,7.16310501099
1377,4.72409200668
1378,6.27993345261
1380,5.787150383
1382,6.22901535034
1383,4.12776279449
1386,7.54145002365
1387,2.04867553711
1390,3.81567049026
1395,6.9579949379
1398,6.15719223022
1402,2.90508246422
1403,8.06783771515
1405,6.6185631752
1407,6.50530147552
1410,0.909622371197
1412,2.73935866356
1419,3.72445297241
1426,5.44492578506
1428,7.60054540634
1436,6.80263900757
1437,3.4973783493
1438,4.76264619827
1441,7.67853546143
1444,3.94870090485
1448,2.910135746
1454,4.66611862183
1457,5.44984722137
1459,7.53994131088
1463,6.23035526276
1467,2.66292190552
1471,5.601811409
1475,4.75162982941
1476,3.29910898209
1480,7.25818443298
1481,1.45126819611
1482,4.72480726242
1489,4.48151397705
1491,7.08358192444
1494,7.17003297806
1496,7.26224470139
1500,7.43018484116
1501,7.17062902451
1503,6.24682235718
1504,3.28198552132
1505,3.87728261948
1515,4.47144603729
1517,5.00635385513
1520,5.64430046082
1521,3.99928712845
1523,7.62169361115
1526,6.60554170609
1529,4.7268409729
1530,5.79612159729
1543,4.93863677979
1544,8.05599689484
1547,5.71094369888
1550,8.24750328064
1552,5.59548425674
1554,5.68139457703
1563,6.43123912811
1574,4.70238780975
1575,3.94489526749
1576,4.28241348267
1579,4.01492547989
1582,2.96722126007
1584,6.75566339493
1585,7.24769926071
1589,4.26870250702
1596,6.21320915222
1598,3.53468680382
1611,4.95402240753
1613,2.88662815094
1615,5.95328617096
1618,4.37934732437
1627,5.98531007767
1630,3.2438929081
1638,7.03884363174
1639,5.77220869064
1640,7.05885362625
1642,4.84794378281
1645,5.22467660904
1648,6.4923081398
1654,5.0940284729
1661,5.93150186539
1662,6.59736776352
1663,6.72247266769
1666,4.23344516754
1668,2.53333067894
1670,1.97529304028
1672,6.48079872131
1681,5.61562013626
1682,6.15453004837
1683,2.09533309937
1687,8.22856712341
1688,7.05200004578
1693,6.90271663666
1694,5.67902040482
1700,6.84518098831
1704,5.72121763229
1712,7.44252872467
1716,7.6021270752
1717,5.78941392899
1722,4.51547908783
1724,3.6137919426
1738,1.19335305691
1739,1.51509237289
1740,7.96516704559
1761,7.90305519104
1763,7.21359872818
1765,7.32407283783
1766,6.61430215836
1767,7.49407291412
1771,4.47256231308
1772,5.38073062897
1777,6.38182640076
1784,3.00951766968
1799,5.11293268204
1806,6.19936609268
1810,2.44297289848
1812,4.89421796799
1814,2.46891474724
1818,6.09987783432
1819,7.03483867645
1822,4.71989870071
1823,6.9523358345
1824,2.87808823586
1834,5.29467630386
1835,5.97620391846
1844,3.68740463257
1848,5.6566734314
1849,7.96261692047
1850,5.43588161469
1851,3.43746447563
1856,3.92612600327
1862,2.87910342216
1863,5.42005062103
1872,4.45074653625
1874,4.13203811646
1875,8.13936805725
1877,6.70971488953
1900,5.8143696785
1902,5.34209775925
1904,5.03291893005
1905,2.17543697357
1908,7.6178984642
1914,7.22994613647
1916,2.70977878571
1922,3.1160326004
1933,6.26191949844
1934,4.81274175644
1939,6.55061531067
1942,4.21541404724
1947,7.91057729721
1957,6.89004564285
1971,7.30722904205
1973,2.90304470062
1974,5.75549697876
1977,6.61350536346
1981,6.00030040741
1985,7.46777391434
1987,6.21790027618
1989,5.8521270752
2001,2.90035581589
2002,2.28292775154
2007,2.39334750175
2008,6.30006504059
2011,4.5000500679
2021,5.86115074158
2034,6.54056787491
2040,7.48162508011
2044,2.97705888748
2045,7.30597877502
2048,6.83678245544
2051,7.28945827484
2062,6.29058599472
2066,1.12860941887
2068,4.39588165283
2069,3.09246897697
2074,7.28414487839
2075,6.09797620773
2078,5.87998533249
2079,1.10203778744
2080,1.74391293526
2081,4.30312108994
2084,2.68370103836
2085,7.75126504898
2087,7.11811304092
2096,5.60588169098
2102,6.12843370438
2103,4.87761926651
2107,7.7328119278
2117,4.89054536819
2118,2.63938236237
2120,5.41469335556
2121,4.11094999313
2122,3.2112569809
2130,6.31628370285
2136,3.87623763084
2138,6.83339262009
2140,6.77725315094
2143,6.71243143082
2144,3.99355530739
2145,4.25421714783
2147,6.12789440155
2150,3.00352048874
2154,7.59246683121
2155,3.02218127251
2166,4.5472946167
2169,3.87671017647
2173,5.28064537048
2176,1.432959795
2178,6.05969429016
2179,4.51166391373
2180,6.584400177
2184,8.0028591156
2185,7.14139556885
2188,4.88240766525
2190,6.59419727325
2194,6.68634796143
2195,6.72831583023
2198,3.84148335457
2205,7.02794408798
2206,5.99446630478
2207,2.88419246674
2212,6.146089077
