Id,Response
1,6
3,5
4,5
9,6
12,6
13,7
21,6
28,7
30,5
36,6
38,7
43,5
45,4
48,7
50,5
51,5
54,5
55,5
59,6
62,3
63,7
66,7
69,7
82,7
83,6
84,5
86,6
89,7
90,3
92,5
98,5
100,6
105,3
115,7
119,4
124,2
127,7
133,5
140,4
141,7
143,2
151,3
154,6
157,7
163,3
166,2
168,7
170,5
173,7
180,5
182,7
184,3
185,6
195,6
196,4
197,4
212,5
213,6
219,7
225,2
227,4
232,4
239,5
247,4
251,3
254,3
261,5
264,6
267,5
272,6
275,7
277,5
283,6
284,4
287,6
291,6
293,5
294,3
305,7
307,5
309,6
311,4
322,4
323,5
326,4
330,3
335,7
337,7
338,4
341,3
346,5
348,6
352,3
356,7
358,4
366,5
369,3
373,5
375,4
381,5
384,7
386,4
396,5
397,3
399,6
405,7
412,7
417,4
421,3
425,5
427,5
430,4
432,5
433,6
436,6
438,7
441,7
442,5
444,3
446,6
448,5
450,6
454,6
465,6
470,4
472,3
475,7
484,7
495,5
497,7
498,7
501,4
502,4
505,5
515,3
516,4
527,7
529,2
531,5
533,4
537,4
541,6
546,7
548,7
549,7
550,6
553,7
559,6
561,3
564,1
574,4
578,6
579,4
580,7
582,4
584,7
588,5
596,5
602,5
603,4
613,2
614,3
619,6
620,5
624,4
625,6
628,4
630,3
635,5
636,5
637,7
641,7
644,6
648,7
654,6
658,5
664,7
666,5
667,6
670,6
672,4
674,7
676,6
684,7
685,4
693,3
694,5
700,4
702,4
703,5
705,4
711,7
718,4
722,5
726,6
727,4
732,7
735,5
740,4
748,5
750,6
751,7
756,5
762,5
766,7
770,7
771,4
779,6
782,4
784,7
793,6
798,4
800,4
801,5
805,6
807,6
813,6
819,7
820,6
822,7
823,6
833,7
834,5
842,3
845,6
856,4
860,4
864,4
869,6
872,7
877,4
878,6
893,6
894,6
896,5
899,7
900,5
911,2
914,6
917,1
919,5
923,2
925,6
926,3
934,5
938,7
940,3
955,6
956,6
971,4
973,7
978,7
979,7
981,6
988,6
990,6
992,4
996,7
997,3
999,4
1000,6
1006,6
1009,3
1018,5
1025,5
1038,5
1042,6
1045,4
1046,7
1047,3
1050,4
1052,6
1054,7
1057,5
1061,4
1069,4
1071,5
1073,5
1074,7
1075,4
1083,4
1084,3
1089,4
1099,4
1103,3
1110,7
1123,6
1130,5
1135,5
1137,5
1145,7
1147,4
1152,7
1153,3
1154,7
1158,7
1166,6
1170,3
1172,6
1178,7
1179,7
1181,3
1182,6
1183,7
1191,5
1192,2
1200,3
1205,5
1207,7
1208,3
1209,3
1217,4
1223,7
1225,7
1226,4
1228,5
1230,4
1232,6
1235,7
1237,5
1257,5
1266,3
1267,5
1274,6
1277,6
1278,4
1280,7
1282,6
1293,6
1294,5
1305,7
1306,5
1311,6
1318,4
1320,6
1323,5
1325,3
1328,4
1336,4
1340,6
1341,7
1344,7
1345,5
1348,5
1358,1
1361,7
1364,4
1373,6
1377,5
1378,6
1380,6
1382,7
1383,4
1386,7
1387,2
1390,5
1395,6
1398,5
1402,3
1403,7
1405,6
1407,6
1410,2
1412,2
1419,4
1426,5
1428,7
1436,5
1437,3
1438,6
1441,7
1444,5
1448,4
1454,3
1457,5
1459,7
1463,7
1467,4
1471,5
1475,4
1476,3
1480,6
1481,3
1482,4
1489,3
1491,5
1494,7
1496,6
1500,6
1501,7
1503,6
1504,3
1505,6
1515,2
1517,5
1520,3
1521,5
1523,7
1526,7
1529,5
1530,5
1543,4
1544,7
1547,4
1550,7
1552,5
1554,5
1563,6
1574,6
1575,5
1576,5
1579,4
1582,4
1584,6
1585,5
1589,5
1596,5
1598,2
1611,4
1613,5
1615,5
1618,4
1627,5
1630,4
1638,7
1639,5
1640,6
1642,5
1645,4
1648,5
1654,5
1661,5
1662,5
1663,7
1666,3
1668,2
1670,2
1672,6
1681,5
1682,6
1683,2
1687,7
1688,6
1693,6
1694,6
1700,7
1704,5
1712,7
1716,7
1717,5
1722,3
1724,4
1738,1
1739,1
1740,7
1761,7
1763,7
1765,7
1766,6
1767,7
1771,4
1772,5
1777,5
1784,3
1799,5
1806,6
1810,2
1812,4
1814,4
1818,6
1819,7
1822,5
1823,7
1824,2
1834,4
1835,5
1844,6
1848,5
1849,7
1850,6
1851,4
1856,3
1862,2
1863,4
1872,5
1874,4
1875,7
1877,7
1900,7
1902,4
1904,5
1905,4
1908,7
1914,7
1916,5
1922,4
1933,5
1934,5
1939,5
1942,3
1947,7
1957,7
1971,7
